Market_Cap,Percent24,Name,Price,Percent7d,Volume,Circulating_Supply,Percent1,Symbol
-1.78%,GXShares,22.40%,22.72%,$9.62,"$40,333,600","$577,172,400","60,000,000",GXS
0.87%,FunFair,-9.77%,-21.18%,$0.135323,"$25,975,900","$575,105,648","4,249,873,622",FUN
8.12%,Kin,-13.11%,36.54%,$0.000738,"$3,288,740","$557,958,415","756,097,560,976",KIN
1.38%,ReddCoin,-7.15%,-6.89%,$0.018676,"$19,844,000","$536,347,489","28,717,926,851",RDD
3.82%,aelf,9.88%,10.61%,$2.14,"$124,897,000","$534,210,000","250,000,000",ELF
-2.14%,Bytom,-0.68%,-3.14%,$0.534451,"$51,394,600","$527,503,137","987,000,000",BTM
1.22%,Power Ledger,4.21%,-11.60%,$1.43,"$55,638,700","$514,210,149","360,520,332",POWR
0.02%,Enigma,-9.10%,25.60%,$6.71,"$30,836,500","$502,194,861","74,836,171",ENG
0.85%,Request Network,-10.07%,-1.84%,$0.774889,"$31,262,800","$496,541,071","640,789,933",REQ
-2.67%,ZClassic,-1.53%,59.13%,$162.19,"$30,200,700","$496,182,817","3,059,250",ZCL
4.91%,Byteball Bytes,4.41%,-11.38%,$764.88,"$1,674,020","$493,517,444","645,222",GBYTE
0.95%,Aion,-8.52%,-5.62%,$7.98,"$13,889,000","$488,990,176","61,299,856",AION
-0.68%,Aeternity,-5.06%,1.54%,$2.10,"$3,459,120","$488,205,852","233,020,472",AE
0.19%,Factom,-10.73%,-14.92%,$55.79,"$22,831,400","$487,919,848","8,745,102",FCT
1.23%,Nexus,-13.08%,-2.58%,$8.60,"$3,933,450","$472,721,982","54,954,637",NXS
8.25%,RChain,11.11%,5.47%,$2.56,"$1,608,610","$469,282,299","182,963,195",RHOC
1.84%,Gas,-4.97%,22.16%,$49.56,"$23,079,300","$452,899,674","9,137,582",GAS
0.51%,MonaCoin,-2.63%,-13.85%,$7.96,"$7,512,490","$451,221,260","56,655,625",MONA
-0.05%,Substratum,-12.79%,21.71%,$1.98,"$30,038,900","$448,615,175","226,091,449",SUB
-0.28%,Nxt,-6.64%,-30.73%,$0.411818,"$27,681,000","$411,406,158","998,999,942",NXT
1.27%,MaidSafeCoin,-11.84%,-14.96%,$0.903782,"$7,394,540","$409,008,724","452,552,412",MAID
5.73%,Neblio,-9.87%,283.91%,$31.89,"$36,862,300","$405,443,030","12,714,197",NEBL
1.37%,DigixDAO,-2.74%,0.73%,$200.16,"$11,299,300","$400,316,000","2,000,000",DGD
-0.47%,Syscoin,-5.64%,-1.09%,$0.751151,"$9,490,760","$398,246,864","530,182,166",SYS
0.55%,Iconomi,-10.53%,-4.57%,$3.89,"$7,469,900","$388,207,477","99,788,314",ICN
-1.20%,Santiment Net...,-6.59%,-10.44%,$6.41,"$7,706,490","$387,825,715","60,522,871",SAN
0.84%,Walton,-7.90%,53.62%,$15.27,"$24,905,700","$380,304,730","24,898,178",WTC
-1.05%,DigitalNote,-7.75%,87.48%,$0.054757,"$45,902,000","$377,488,216","6,893,905,716",XDN
0.37%,BitcoinDark,-12.49%,-18.16%,$292.21,"$559,053","$376,615,841",,BTCD
1.62%,Cobinhood,-8.83%,282.81%,$1.09,"$4,712,640","$374,797,230","344,156,938",COB
0.83%,ZCoin,1.72%,-15.44%,$96.01,"$16,259,600","$370,477,637","3,858,933",XZC
0.09%,GameCredits,4.08%,22.93%,$5.74,"$12,236,400","$369,718,279","64,355,352",GAME
1.23%,Gnosis,-12.20%,6.21%,$332.10,"$4,427,280","$366,835,444","1,104,590",GNO
0.31%,ChainLink,-12.60%,3.23%,$1.04,"$9,712,730","$365,456,000","350,000,000",LINK
-5.45%,SmartCash,26.06%,54.99%,$0.633835,"$1,252,010","$363,804,384","573,973,328",SMART
0.93%,Bancor,-6.85%,19.94%,$8.72,"$12,669,400","$355,686,214","40,772,871",BNT
1.36%,Quantstamp,-1.52%,8.51%,$0.562689,"$24,852,600","$347,355,893","617,314,171",QSP
-3.20%,Achain,2.31%,66.78%,$1.14,"$40,474,600","$341,886,000","300,000,000",ACT
0.05%,Raiden Networ...,-8.07%,4.88%,$6.66,"$38,193,700","$334,118,289","50,148,936",RDN
1.05%,TenX,-4.61%,-33.99%,$3.15,"$20,503,400","$329,443,452","104,661,310",PAY
-1.44%,BLOCKv,-7.42%,71.42%,$0.217912,"$5,210,520","$325,772,166","1,494,971,209",VEE
-0.15%,Po.et,-11.30%,-23.15%,$0.145289,"$36,759,200","$319,142,047","2,196,601,583",POE
0.36%,Civic,-3.97%,-23.42%,$0.919359,"$25,418,800","$315,064,298","342,699,966",CVC
3.50%,VIBE,-22.76%,378.76%,$1.75,"$137,175,000","$314,671,859","179,551,884",VIBE
1.21%,PACcoin,-1.34%,163.60%,$0.000123,"$2,707,410","$312,010,895","2,533,378,491,162",PAC
2.12%,Storm,-9.82%,-17.30%,$0.127016,"$7,987,530","$309,678,802","2,438,108,603",STORM
4.82%,DeepBrain Chain,-14.87%,76.42%,$0.342747,"$32,691,700","$308,472,300","900,000,000",DBC
-2.25%,Skycoin,-2.08%,-4.46%,$42.36,"$975,742","$302,950,046","7,151,390",SKY
1.25%,XPlay,-3.26%,103.12%,$0.295509,"$141,996","$295,509,000","1,000,000,000",XPA
-0.59%,UTRUST,-9.00%,14.65%,$0.895046,"$4,974,100","$290,889,950","325,000,000",UTK
-3.30%,Emercoin,24.58%,115.20%,$7.02,"$6,629,800","$289,237,303","41,187,872",EMC
-1.41%,ETHLend,-5.46%,14.84%,$0.278309,"$41,138,500","$283,023,855","1,016,941,081",LEND
-1.93%,Time New Bank,-15.85%,-15.20%,$0.166347,"$51,162,400","$271,082,785","1,629,622,325",TNB
0.15%,Storj,-8.23%,-16.24%,$2.01,"$28,964,500","$268,111,329","133,178,683",STORJ
1.49%,Red Pulse,-12.42%,13.56%,$0.481334,"$35,397,600","$261,532,107","543,348,500",RPX
3.38%,Enjin Coin,-3.88%,-12.67%,$0.335047,"$12,106,300","$253,360,040","756,192,535",ENJ
-1.80%,Pillar,7.30%,93.01%,$1.11,"$722,180","$253,220,261","227,384,800",PLR
0.06%,PayPie,-1.23%,43.04%,$3.03,"$269,474","$249,753,075","82,500,000",PPP
-4.05%,NAV Coin,9.75%,5.14%,$3.93,"$17,758,400","$244,934,661","62,287,096",NAV
0.53%,AirSwap,1.59%,58.78%,$1.62,"$25,309,600","$242,299,500","150,000,000",AST
1.41%,Vertcoin,-6.04%,-18.42%,$5.66,"$7,890,960","$240,402,954","42,443,350",VTC
1.24%,XTRABYTES,-6.42%,-21.92%,$0.524235,"$1,114,900","$225,421,050","430,000,000",XBY
0.52%,Blocknet,-2.94%,-9.06%,$45.08,"$528,985","$223,910,219","4,966,853",BLOCK
-1.40%,Counterparty,-9.43%,77.41%,$84.53,"$24,787,100","$221,259,910","2,617,410",XCP
3.89%,Cryptonex,-0.17%,-0.58%,$4.89,"$219,609","$220,254,917","45,060,151",CNX
0.73%,Revain,-3.14%,-10.53%,$1.14,"$2,571,450","$209,918,856","184,450,000",R
1.92%,BridgeCoin,-1.78%,18.10%,$7.74,"$277,745","$208,870,920","27,000,000",BCO
4.83%,SIRIN LABS Token,-2.47%,65.43%,$2.08,"$6,225,630","$205,642,698","98,939,459",SRN
-0.87%,Particl,-1.28%,25.50%,$26.09,"$1,179,240","$204,487,414","7,837,169",PART
1.87%,Monaco,-2.42%,-9.39%,$15.47,"$23,355,200","$202,395,390","13,085,542",MCO
6.12%,Modum,12.98%,58.81%,$10.96,"$10,416,000","$200,164,673","18,266,200",MOD
-2.63%,Simple Token,-12.05%,32.45%,$0.981161,"$32,186,100","$197,239,024","201,026,156",OST
4.57%,Ubiq,-1.15%,-25.29%,$5.03,"$1,399,850","$196,823,407","39,135,037",UBQ
1.92%,Oyster Pearl,-1.39%,83.63%,$3.10,"$5,999,630","$196,083,817","63,266,926",PRL
0.48%,WaBi,-9.98%,42.78%,$4.33,"$19,468,900","$195,943,891","45,248,033",WABI
0.98%,Aragon,-3.94%,-3.60%,$6.01,"$4,981,080","$193,099,746","32,148,624",ANT
2.75%,BitBay,-3.31%,-41.25%,$0.189845,"$9,697,190","$191,537,864","1,008,917,086",BAY
0.26%,Ripio Credit ...,-10.16%,-15.70%,$0.388026,"$30,452,000","$189,757,522","489,033,009",RCN
2.37%,Edgeless,6.65%,-10.46%,$2.31,"$9,439,020","$189,568,741","82,046,276",EDG
0.64%,Centra,3.79%,-28.26%,$2.75,"$26,521,200","$187,087,040","68,000,000",CTR
1.58%,Dynamic Tradi...,-2.59%,143.45%,$0.187523,"$298,447","$185,547,668","989,466,187",DTR
2.41%,Decentraland,-6.30%,-5.98%,$0.179969,"$43,251,100","$185,222,458","1,029,190,905",MANA
1.06%,Cindicator,-6.61%,-25.12%,$0.126362,"$11,376,000","$182,716,494","1,445,976,590",CND
0.38%,IoT Chain,1.42%,-22.42%,$4.80,"$40,511,200","$182,629,377","38,052,306",ITC
0.00%,CyberMiles,-8.92%,-16.00%,$0.409515,"$27,728,100","$181,441,061","443,063,285",CMT
1.28%,NAGA,35.02%,39.19%,$3.10,"$6,850,360","$178,574,320","57,672,338",NGC
7.03%,iExec RLC,4.28%,-5.84%,$2.24,"$3,832,480","$177,013,413","79,070,793",RLC
-7.20%,Etherparty,-3.03%,-5.77%,$0.361268,"$35,868,700","$175,267,816","485,146,253",FUEL
0.21%,SONM,-9.84%,-3.77%,$0.485009,"$20,825,400","$174,409,236","359,600,000",SNM
-1.90%,Unikoin Gold,2.55%,39.35%,$1.29,"$12,548,700","$172,943,601","134,256,304",UKG
2.96%,Peercoin,9.88%,26.87%,$6.99,"$2,868,040","$171,696,103","24,568,483",PPC
0.17%,SingularDTV,-5.07%,-21.75%,$0.283259,"$2,707,690","$169,955,400","600,000,000",SNGLS
8.80%,ATMChain,-15.58%,74.09%,$0.033784,"$477,164","$167,067,572","4,945,153,858",ATM
0.52%,Streamr DATAcoin,-8.60%,-16.97%,$0.246399,"$4,594,180","$166,850,195","677,154,514",DATA
2.31%,Wagerr,-2.26%,51.33%,$0.893299,"$948,259","$163,473,717","183,000,000",WGR
1.14%,AdEx,-3.40%,-4.84%,$2.68,"$14,304,700","$161,617,310","60,248,315",ADX
0.33%,ZenCash,-8.50%,-0.67%,$52.55,"$3,725,120","$156,517,417","2,978,363",ZEN
0.32%,Nuls,-12.84%,52.98%,$6.61,"$16,138,900","$155,722,162","23,564,882",NULS
0.69%,SpankChain,-9.64%,18.63%,$0.510711,"$4,028,650","$153,235,458","300,043,386",SPANK
-1.68%,Bread,-8.25%,-0.48%,$2.50,"$23,370,200","$149,736,582","59,805,881",BRD
0.92%,Quantum Resis...,-5.37%,27.43%,$2.85,"$2,031,970","$148,139,160","52,000,000",QRL
-1.48%,Ambrosus,-6.16%,9.53%,$1.02,"$6,288,760","$147,906,446","144,590,975",AMB
2.51%,Gulden,20.35%,39.64%,$0.367963,"$4,505,330","$143,562,567","390,154,900",NLG
1.78%,Einsteinium,-7.55%,-39.93%,$0.654243,"$9,305,230","$141,507,186","216,291,478",EMC2
0.68%,Wings,-7.67%,6.40%,$1.54,"$5,765,370","$138,038,697","89,708,333",WINGS
0.58%,Asch,-0.76%,17.23%,$1.47,"$4,060,840","$134,885,208","91,825,484",XAS
0.08%,district0x,-11.37%,-9.56%,$0.224622,"$9,325,970","$134,773,200","600,000,000",DNT
-6.64%,Metaverse ETP,-6.79%,-32.99%,$3.60,"$15,744,200","$133,100,065","36,967,414",ETP
-1.47%,MobileGo,-14.93%,15.80%,$1.35,"$467,243","$132,052,740","98,028,877",MGO
2.92%,Burst,-10.46%,-0.90%,$0.070772,"$10,895,100","$127,412,749","1,800,339,818",BURST
-3.13%,Triggers,-10.68%,-55.52%,$3.93,"$9,491,080","$126,248,441","32,105,578",TRIG
0.85%,Melon,-3.85%,-17.40%,$210.60,"$1,171,110","$126,231,842","599,400",MLN
-1.76%,Flash,28.15%,111.14%,$0.139489,"$929,271","$125,540,100","900,000,000",FLASH
0.92%,LBRY Credits,-6.69%,-2.80%,$0.956718,"$4,869,990","$123,998,265","129,607,957",LBC
1.05%,Viacoin,-8.29%,0.24%,$5.36,"$1,317,950","$123,130,676","22,956,466",VIA
3.10%,Gifto,23.48%,22.05%,$0.779511,"$29,164,500","$123,054,641","157,861,327",GTO
-6.27%,HempCoin,-19.90%,-0.80%,$0.525704,"$12,916,300","$121,163,606","230,478,760",THC
1.83%,FirstBlood,-11.36%,-22.49%,$1.41,"$5,202,530","$120,752,806","85,558,371",1ST
0.85%,SHIELD,14.13%,72.99%,$0.248233,"$924,064","$119,562,853","481,655,754",XSH
1.48%,Agoras Tokens,0.43%,0.43%,$2.84,"$319,368","$119,348,460","42,000,000",AGRS
0.14%,DECENT,-10.99%,-22.87%,$2.27,"$1,331,870","$116,411,977","51,306,089",DCT
1.43%,Lunyr,-9.64%,86.42%,$50.26,"$9,088,750","$115,490,555","2,297,853",LUN
-0.35%,Eidoo,-11.76%,-4.08%,$5.09,"$13,901,900","$115,026,394","22,620,193",EDO
-2.59%,Snovio,-12.52%,65.69%,$0.276985,"$4,683,450","$112,179,656","405,002,639",SNOV
-1.39%,Monetha,-11.28%,6.57%,$0.514923,"$12,514,300","$111,719,764","216,964,020",MTH
-1.33%,Dimecoin,46.31%,410.55%,$0.000206,"$2,920,780","$111,191,398","539,096,740,560",DIME
-2.31%,Agrello,22.46%,14.06%,$1.28,"$50,568,900","$109,957,521","85,978,873",DLT
-1.30%,Decision Token,-3.81%,68.81%,$3.51,"$1,204,070","$109,774,494","31,301,449",HST
0.61%,Tierion,-12.82%,-19.08%,$0.255259,"$11,754,200","$109,373,700","428,481,269",TNT
0.35%,Voxels,12.99%,-14.81%,$0.511674,"$14,026,300","$107,451,540","210,000,000",VOX
2.56%,Rise,-7.32%,-15.75%,$0.936372,"$4,739,650","$105,940,379","113,139,200",RISE
1.37%,COSS,15.55%,202.78%,$1.66,"$2,477,730","$105,800,686","63,762,625",COSS
0.66%,Mooncoin,-12.65%,-2.95%,$0.000472,"$503,068","$105,379,595","223,265,638,883",MOON
0.22%,Shift,-0.09%,-0.11%,$8.84,"$1,734,670","$102,603,043","11,604,946",SHIFT
1.05%,Grid+,-5.50%,60.34%,$2.61,"$33,333","$102,469,235","39,236,491",GRID
0.80%,Metal,-7.08%,-51.36%,$5.28,"$9,014,960","$101,839,572","19,300,994",MTL
-0.11%,CloakCoin,-8.08%,-24.64%,$19.77,"$1,216,380","$99,895,339","5,053,693",CLOAK
0.77%,Presearch,0.83%,-7.31%,$0.637399,"$71,506","$98,796,845","155,000,000",PRS
-1.61%,LAToken,-0.04%,64.47%,$1.26,"$2,463,620","$98,248,896","77,839,404",LA
0.58%,Aeon,-6.05%,-10.22%,$6.31,"$1,095,570","$96,815,857","15,347,669",AEON
8.85%,TokenCard,1.30%,48.05%,$4.08,"$259,880","$96,370,808","23,644,056",TKN
4.87%,Loopring,-4.16%,98.24%,$1.54,"$32,675,900","$96,253,996","62,366,926",LRC
0.95%,WeTrust,-11.48%,11.14%,$1.03,"$1,394,130","$94,701,829","92,147,500",TRST
0.89%,Ink,-6.60%,-17.61%,$0.522713,"$166,878,000","$93,173,592","178,250,000",INK
1.90%,Delphy,0.52%,-29.99%,$3.14,"$858,960","$91,976,931","29,250,004",DPY
1.72%,Pura,-10.24%,1.53%,$0.523556,"$628,952","$90,265,257","172,408,028",PURA
0.44%,Genesis Vision,-9.92%,33.61%,$23.96,"$5,546,060","$89,285,471","3,726,781",GVT
1.26%,Viberate,-0.60%,-10.56%,$0.549394,"$8,283,910","$89,166,537","162,299,801",VIB
-1.82%,CoinDash,-13.82%,-32.77%,$0.157891,"$6,393,110","$88,521,602","560,650,080",CDT
4.43%,iXledger,-10.38%,41.00%,$2.47,"$1,064,800","$88,346,195","35,778,844",IXT
0.67%,Spectrecoin,-6.22%,-2.02%,$4.22,"$656,416","$87,637,740","20,785,264",XSPEC
1.99%,Feathercoin,-4.23%,-21.15%,$0.465512,"$2,406,960","$87,543,461","188,058,440",FTC
0.11%,Groestlcoin,-3.98%,-44.08%,$1.23,"$4,496,770","$85,111,035","69,198,214",GRS
0.86%,TaaS,-7.47%,29.81%,$10.26,"$703,410","$83,546,199","8,146,001",TAAS
2.74%,adToken,-8.58%,6.01%,$0.138575,"$2,717,110","$83,145,000","600,000,000",ADT
2.51%,Hive,14.34%,112.46%,$0.221168,"$2,380,910","$82,938,000","375,000,000",HVN
0.85%,I/O Coin,-7.59%,13.20%,$5.03,"$783,066","$82,857,494","16,466,737",IOC
0.30%,Cofound.it,-7.85%,-41.07%,$0.252572,"$3,029,520","$82,085,900","325,000,000",CFI
0.60%,YOYOW,-9.47%,-20.38%,$0.349280,"$5,991,910","$80,836,052","231,436,247",YOYOW
0.96%,SaluS,-7.34%,-21.57%,$79.53,"$1,439,660","$80,309,967","1,009,815",SLS
-2.12%,SolarCoin,12.08%,144.83%,$2.06,"$6,677,140","$79,557,858","38,635,699",SLR
3.20%,Matchpool,-4.85%,-23.17%,$1.06,"$6,418,920","$79,470,000","75,000,000",GUP
-0.48%,Jinn,-33.65%,18.30%,$1334.09,"$1,334","$78,315,085","58,703",JINN
-2.06%,Bounty0x,-20.05%,120.88%,$0.654562,"$3,886,250","$77,185,831","117,919,817",BNTY
1.76%,Elastic,-8.76%,6.43%,$0.864152,"$2,720,900","$76,553,514","88,588,019",XEL
3.61%,Pascal Coin,2.41%,4.45%,$4.51,"$673,230","$76,142,256","16,867,500",PASC
2.29%,Datum,1.04%,10.81%,$0.100402,"$4,915,790","$76,073,424","757,688,329",DAT
1.43%,MinexCoin,3.85%,7.28%,$25.19,"$129,769","$75,573,300","3,000,000",MNX
-0.39%,Namecoin,-4.80%,9.86%,$5.12,"$572,382","$75,480,430","14,736,400",NMC
0.99%,BlackCoin,14.85%,6.91%,$0.972628,"$6,169,570","$74,505,257","76,602,007",BLK
9.37%,Pandacoin,306.40%,417.63%,$0.002291,"$12,864,200","$74,483,871","32,514,916,898",PND
0.00%,Diamond,3.57%,-3.65%,$28.63,"$552,210","$74,398,672","2,598,808",DMD
3.42%,VeriCoin,-10.00%,72.55%,$2.40,"$23,755,300","$73,503,020","30,594,389",VRC
3.63%,Pepe Cash,-0.23%,27.97%,$0.103762,"$786,799","$72,828,889","701,884,009",PEPECASH
-4.55%,DeepOnion,-8.94%,125.17%,$15.24,"$1,763,530","$72,679,410","4,769,240",ONION
1.83%,Worldcore,-11.08%,54.62%,$0.414417,"$2,228,170","$72,568,270","175,109,299",WRC
1.25%,Paypex,-6.68%,-22.23%,$1.06,"$4,323","$72,377,084","68,380,258",PAYX
1.06%,Synereo,-5.27%,-10.58%,$0.878872,"$4,089,020","$72,292,780","82,256,324",AMP
1.90%,Humaniq,-1.02%,-21.46%,$0.438358,"$3,108,980","$71,392,274","162,862,944",HMQ
3.55%,Mothership,9.20%,21.66%,$0.501554,"$1,269,020","$70,217,560","140,000,000",MSP
3.61%,Everex,-7.02%,10.47%,$4.25,"$6,412,320","$70,056,360","16,500,000",EVX
1.39%,PotCoin,-7.72%,-10.25%,$0.318207,"$2,514,050","$69,735,424","219,151,132",POT
-0.04%,Mysterium,25.35%,75.13%,$3.53,"$8,670,170","$68,539,574","19,429,024",MYST
1.95%,Voise,-16.40%,167.44%,$0.106350,"$3,834,100","$68,384,326","643,012,000",VOISE
2.50%,ECC,-7.80%,106.96%,$0.002722,"$399,775","$68,043,500","25,000,000,000",ECC
-0.03%,bitCNY,-0.96%,-2.36%,$0.134670,"$60,792,200","$67,926,471","504,392,000",BITCNY
2.25%,Crown,-1.52%,4.75%,$3.96,"$144,035","$66,217,629","16,729,270",CRW
-3.23%,NoLimitCoin,-6.51%,-23.24%,$0.316972,"$524,787","$65,003,755","205,077,279",NLC2
-8.23%,DomRaider,-9.30%,19.52%,$0.108688,"$69,421","$64,288,952","591,500,000",DRT
0.11%,Xenon,-14.25%,115.20%,$0.213562,"$19,177","$64,068,600","300,000,000",XNN
0.57%,GridCoin,-5.87%,2.58%,$0.163314,"$553,674","$63,743,537","390,312,753",GRC
-6.86%,Linda,42.64%,415.54%,$0.010577,"$17,718,700","$63,497,075","6,003,429,666",LINDA
0.90%,Dovu,15.29%,129.35%,$0.994381,"$497,160","$63,409,091","63,767,400",DOVU
0.45%,ColossusCoinXT,4.66%,45.98%,$0.015681,"$797,416","$63,147,481","4,027,031,669",COLX
2.41%,Mercury,-4.29%,-42.55%,$0.617044,"$2,194,950","$61,704,400","100,000,000",MER
-0.35%,Zeusshield,-12.21%,-13.84%,$0.051758,"$3,336,060","$59,685,812","1,153,170,765",ZSC
2.79%,Moeda Loyalty...,-8.19%,-20.65%,$3.00,"$4,092,380","$58,983,042","19,628,888",MDA
0.61%,NuShares,0.17%,17.01%,$0.021094,"$9,504","$58,589,322","2,777,600,756",NSR
0.23%,Nimiq,-11.81%,-0.72%,$5.53,"$444,679","$58,052,400","10,500,000",NET
1.31%,Aeron,-3.80%,39.87%,$4.44,"$18,777,600","$57,733,000","13,000,000",ARN
0.43%,BlockMason Cr...,-11.50%,44.30%,$1.28,"$6,404,550","$57,668,204","45,166,200",BCPT
-0.03%,SIBCoin,-8.09%,-24.28%,$3.56,"$430,310","$57,607,389","16,161,604",SIB
3.24%,Myriad,-9.23%,58.40%,$0.037217,"$1,962,830","$57,454,935","1,543,782,000",XMY
0.70%,LockChain,-11.26%,87.43%,$3.08,"$201,914","$57,303,404","18,585,933",LOC
0.99%,Expanse,3.63%,27.48%,$7.25,"$1,758,700","$57,292,437","7,906,397",EXP
0.33%,Blocktix,6.23%,-41.85%,$1.43,"$5,344,100","$57,032,400","40,000,000",TIX
2.97%,ION,-3.90%,-13.22%,$2.96,"$495,691","$56,163,040","18,952,934",ION
1.89%,ClearPoll,-11.09%,69.04%,$7.97,"$1,065,260","$55,784,538","6,999,991",POLL
-0.30%,Propy,-9.48%,-22.73%,$3.28,"$27,521,100","$54,772,722","16,681,759",PRO
2.06%,FairCoin,-4.20%,-12.22%,$1.02,"$106,639","$54,358,776","53,193,831",FAIR
0.63%,Lykke,9.44%,-3.49%,$0.204321,"$111,418","$54,266,095","265,592,354",LKK
0.25%,Rivetz,-13.72%,2.00%,$2.07,"$95,375","$54,216,085","26,244,468",RVT
1.15%,Maecenas,0.13%,95.61%,$1.78,"$49,383","$53,687,166","30,150,150",ART
1.25%,SunContract,-7.01%,105.34%,$0.490816,"$2,635,910","$53,603,002","109,212,011",SNC
1.43%,Radium,-14.46%,21.00%,$15.57,"$6,583,880","$53,363,952","3,428,260",RADS
3.95%,Elixir,-4.18%,58.23%,$1.73,"$1,449,340","$53,358,893","30,884,708",ELIX
-3.18%,Target Coin,-18.46%,98.96%,$0.055570,"$45,818","$52,926,434","952,429,892",TGT
0.94%,Numeraire,-10.35%,10.42%,$40.47,"$1,793,660","$52,451,809","1,296,166",NMR
0.53%,Bitcore,2.16%,-15.09%,$22.69,"$1,994,200","$52,436,554","2,310,581",BTX
0.07%,Neumark,-12.95%,-21.53%,$1.83,"$795,967","$52,334,046","28,662,055",NEU
4.29%,WhiteCoin,-0.10%,-5.88%,$0.210015,"$2,590,110","$52,216,313","248,631,351",XWC
-1.17%,AirToken,-24.36%,42.63%,$0.049298,"$416,469","$51,762,795","1,050,000,000",AIR
2.94%,Bismuth,20.76%,65.31%,$7.39,"$843,756","$51,446,365","6,965,663",BIS
-0.35%,Bodhi,-5.93%,-3.23%,$1.24,"$14,986,500","$49,572,400","40,000,000",BOT
0.27%,Stox,-14.05%,7.64%,$1.15,"$1,932,460","$48,821,105","42,348,553",STX
1.21%,Bean Cash,-8.72%,1.86%,$0.021102,"$1,312,980","$48,738,764","2,309,697,000",BITB
-3.13%,InvestFeed,11.14%,68.75%,$0.254018,"$846,285","$48,614,284","191,381,257",IFT
1.52%,Playkey,-32.97%,68.53%,$3.59,"$115,286","$48,591,522","13,521,081",PKT
-2.03%,Omni,-5.14%,-8.48%,$86.51,"$1,051,280","$48,483,417","560,429",OMNI
-0.63%,EncrypGen,-8.62%,75.49%,$1.05,"$438,257","$48,375,820","46,109,536",DNA
0.70%,Publica,-4.86%,31.94%,$2.60,"$850,694","$48,284,219","18,582,933",PBL
0.60%,Rubycoin,-1.28%,14.83%,$1.92,"$567,053","$48,240,453","25,186,102",RBY
4.53%,LIFE,-16.67%,269.71%,$0.003984,"$1,832,600","$47,839,302","12,008,007,662",LIFE
-4.33%,Divi,0.17%,91.62%,$9.29,"$436,902","$47,782,543","5,143,007",DIVX
0.99%,NeosCoin,-9.17%,3.03%,$13.01,"$1,290,260","$47,483,910","3,650,615",NEOS
0.64%,MonetaryUnit,-1.67%,-18.27%,$0.388297,"$1,005,260","$47,429,865","122,148,421",MUE
-1.96%,BLUE,-13.92%,109.65%,$1.41,"$416,237","$47,412,555","33,509,711",BLUE
2.70%,Obsidian,-4.09%,196.16%,$1.87,"$917,771","$46,844,500","25,000,000",ODN
0.69%,Golos,-4.35%,-1.25%,$0.374530,"$131,633","$46,636,060","124,518,891",GOLOS
0.79%,Ecobit,-11.19%,92.71%,$0.102705,"$5,063","$45,646,667",,ECOB
-1.70%,Change,-7.22%,83.82%,$1.23,"$22,347,300","$45,516,389","37,109,887",CAG
1.05%,Credo,-2.71%,123.58%,$0.082047,"$20,749","$45,117,185","549,891,703",CREDO
-9.51%,Peerplays,-14.52%,-40.08%,$11.38,"$5,356","$44,931,391","3,948,832",PPY
4.46%,Verify,-11.11%,88.96%,$3.74,"$623,324","$44,836,585","12,000,617",CRED
-3.97%,DubaiCoin,-14.04%,148.28%,$24.22,"$2,504,370","$44,822,757","1,850,521",DBIX
-0.78%,Phore,-8.20%,26.51%,$5.45,"$552,354","$44,424,113","8,154,026",PHR
1.15%,ATBCoin,-3.39%,127.70%,$1.08,"$5,593,170","$43,609,575","40,266,266",ATB
4.10%,BlockCAT,56.34%,83.87%,$5.83,"$1,636,000","$42,941,007","7,360,121",CAT
-1.19%,Flixxo,-10.54%,46.09%,$0.595907,"$678,397","$42,939,742","72,057,791",FLIXX
1.68%,ALIS,-5.21%,-2.76%,$1.10,"$287,484","$42,475,756","38,538,648",ALIS
2.89%,DecentBet,-3.57%,-19.31%,$0.455074,"$229,097","$42,344,779","93,050,314",DBET
1.25%,BCAP,20.33%,1.11%,$4.23,"$2,204","$42,299,200","10,000,000",BCAP
-0.07%,LoMoCoin,-18.19%,-21.47%,$0.188816,"$2,542,410","$42,208,001","223,540,383",LMC
1.04%,OAX,-3.35%,3.05%,$1.69,"$2,663,370","$42,165,345","25,009,250",OAX
11.48%,Solaris,10.86%,13.52%,$45.47,"$741,317","$41,755,313","918,264",XLR
1.40%,Hedge,-3.13%,105.97%,$11.22,"$220,026","$41,633,304","3,709,674",HDG
1.12%,Blackmoon Crypto,-12.77%,93.83%,$1.96,"$3,760,940","$40,885,086","20,882,538",BMC
0.90%,Mintcoin,-0.69%,85.98%,$0.001635,"$2,199,170","$40,798,501","24,947,260,808",MINT
-18.69%,NewYorkCoin,-35.02%,127.14%,$0.000308,"$543,732","$40,737,313","132,185,463,284",NYC
1.76%,Energycoin,43.46%,25.91%,$0.334093,"$2,873,270","$40,606,554","121,542,665",ENRG
3.98%,HEAT,-24.12%,-30.00%,$1.25,"$237,036","$39,306,733",,HEAT
-0.11%,OKCash,-8.66%,-22.21%,$0.533764,"$2,183,150","$39,299,202","73,626,550",OK
1.14%,FlorinCoin,-12.97%,18.08%,$0.273210,"$1,778,420","$38,577,088","141,199,400",FLO
-5.56%,Rialto,-10.39%,-10.37%,$0.384641,"$242,783","$38,464,100","100,000,000",XRL
5.70%,EarthCoin,11.04%,214.01%,$0.003290,"$865,748","$38,315,472","11,647,031,378",EAC
